rank	lemma	upos	count	per_million
14137	preopćenit	ADJ	3262	3.53
14138	višemilionski	ADJ	3262	3.53
14139	numerički	ADJ	3261	3.53
14140	rotirati	VERB	3261	3.53
14141	taekwondo	NOUN	3261	3.53
14142	vrtoglav	ADJ	3261	3.53
14143	unuka	NOUN	3260	3.52
14144	grend	NOUN	3259	3.52
14145	kolac	NOUN	3258	3.52
14146	savezništvo	NOUN	3258	3.52
14147	dašak	NOUN	3256	3.52
14148	kontaminirati	ADJ	3256	3.52
14149	ت	X	3256	3.52
14150	kušati	VERB	3255	3.52
14151	kvorum	NOUN	3255	3.52
14152	osvrtati	ADV	3255	3.52
14153	usmeriti	VERB	3255	3.52
14154	dizajniranje	NOUN	3254	3.52
14155	kubik	NOUN	3254	3.52
14156	razvijenost	NOUN	3254	3.52
14157	zbunjenost	NOUN	3254	3.52
14158	establišment	NOUN	3253	3.52
14159	suficit	NOUN	3253	3.52
14160	zazvoniti	VERB	3253	3.52
14161	afinitet	NOUN	3252	3.52
14162	deklasirati	VERB	3252	3.52
14163	vampir	NOUN	3252	3.52
14164	nabor	NOUN	3251	3.52
14165	network	X	3251	3.52
14166	obligačioni	ADJ	3251	3.52
14167	promatrati	ADJ	3251	3.52
14168	udati	NOUN	3251	3.52
14169	okolinski	ADJ	3249	3.51
14170	romantizam	NOUN	3249	3.51
14171	šapa	NOUN	3249	3.51
14172	blagotvoran	ADJ	3248	3.51
14173	glista	NOUN	3248	3.51
14174	mladoženja	NOUN	3248	3.51
14175	pekmez	NOUN	3248	3.51
14176	sufinanciranje	NOUN	3248	3.51
14177	kamenolom	NOUN	3247	3.51
14178	pravičnost	NOUN	3247	3.51
14179	propisivanje	NOUN	3247	3.51
14180	prokuhati	VERB	3246	3.51
14181	stacionaran	ADJ	3246	3.51
14182	izlijevanje	NOUN	3245	3.51
14183	pravednik	NOUN	3245	3.51
14184	nepregledan	ADJ	3244	3.51
14185	solist	NOUN	3244	3.51
14186	din	NOUN	3243	3.51
14187	uzdizanje	NOUN	3243	3.51
14188	akcionarski	ADJ	3242	3.51
14189	obiti	VERB	3242	3.51
14190	papirnat	ADJ	3242	3.51
14191	dobar	NOUN	3241	3.50
14192	lovište	NOUN	3241	3.50
14193	miriti	VERB	3241	3.50
14194	služiti	ADJ	3240	3.50
14195	upotrebljiv	ADJ	3240	3.50
14196	namiriti	VERB	3237	3.50
14197	objedinjivati	VERB	3237	3.50
14198	hladnjača	NOUN	3236	3.50
14199	ironičan	ADJ	3236	3.50
14200	ispušan	ADJ	3236	3.50
14201	nabaciti	VERB	3236	3.50
14202	XIII	ADJ	3235	3.50
14203	inauguracija	NOUN	3235	3.50
14204	likvidirati	ADJ	3235	3.50
14205	reciklirati	VERB	3235	3.50
14206	č	NOUN	3235	3.50
14207	hendikep	NOUN	3234	3.50
14208	gips	NOUN	3233	3.50
14209	otkinuti	VERB	3233	3.50
14210	usredotočiti	ADJ	3233	3.50
14211	šaljiv	ADJ	3233	3.50
14212	nasloviti	ADJ	3232	3.49
14213	software	NOUN	3232	3.49
14214	ekstremitet	NOUN	3231	3.49
14215	kuvanje	NOUN	3230	3.49
14216	oprati	ADJ	3230	3.49
14217	prisilno	ADV	3230	3.49
14218	glavnica	NOUN	3229	3.49
14219	kih	ADJ	3228	3.49
14220	odaja	NOUN	3228	3.49
14221	silina	NOUN	3227	3.49
14222	izražavati	ADV	3226	3.49
14223	rivalstvo	NOUN	3226	3.49
14224	šapat	NOUN	3226	3.49
14225	atelje	NOUN	3225	3.49
14226	iznervirati	VERB	3225	3.49
14227	obod	NOUN	3225	3.49
14228	okno	NOUN	3225	3.49
14229	spasavanje	NOUN	3225	3.49
14230	made	X	3224	3.49
14231	potiskivanje	NOUN	3224	3.49
14232	aktivistkinja	NOUN	3223	3.48
14233	drugoligaš	NOUN	3223	3.48
14234	gađanje	NOUN	3223	3.48
14235	udeo	NOUN	3223	3.48
14236	prastar	ADJ	3222	3.48
14237	razmera	NOUN	3222	3.48
14238	hitnost	NOUN	3221	3.48
14239	monolog	NOUN	3221	3.48
14240	promisliti	VERB	3221	3.48
14241	XVI	ADJ	3220	3.48
14242	izmeċu	NOUN	3220	3.48
14243	tavan	NOUN	3220	3.48
14244	kukac	NOUN	3219	3.48
14245	programirati	ADJ	3217	3.48
14246	zadivljujuć	ADJ	3217	3.48
14247	suspendovan	ADJ	3216	3.48
14248	toponim	NOUN	3216	3.48
14249	kasida	NOUN	3215	3.48
14250	konzultacija	NOUN	3215	3.48
14251	kreniti	VERB	3215	3.48
14252	krivično	ADV	3215	3.48
14253	lagati	NOUN	3215	3.48
14254	poigrati	VERB	3215	3.48
14255	pješčan	ADJ	3214	3.48
14256	preteča	NOUN	3214	3.48
14257	sićušan	ADJ	3214	3.48
14258	civiliziran	ADJ	3213	3.47
14259	institut	X	3213	3.47
14260	odahnuti	VERB	3213	3.47
14261	og	NOUN	3213	3.47
14262	korijenje	NOUN	3212	3.47
14263	spokoj	NOUN	3212	3.47
14264	trup	NOUN	3212	3.47
14265	Larva	NOUN	3211	3.47
14266	hop	NOUN	3211	3.47
14267	pogresno	ADV	3211	3.47
14268	web-stranica	NOUN	3211	3.47
14269	svijet	ADJ	3210	3.47
14270	đački	ADJ	3210	3.47
14271	modificirati	ADJ	3209	3.47
14272	uzlazan	ADJ	3209	3.47
14273	protestantski	ADJ	3208	3.47
14274	reflektirati	VERB	3208	3.47
14275	suprostaviti	VERB	3208	3.47
14276	kcerka	NOUN	3207	3.47
14277	kititi	VERB	3207	3.47
14278	kooperant	NOUN	3207	3.47
14279	minijaturan	ADJ	3207	3.47
14280	invalidnost	NOUN	3206	3.47
14281	izvaditi	ADJ	3206	3.47
14282	podni	NOUN	3206	3.47
14283	večerati	VERB	3206	3.47
14284	nordijski	ADJ	3205	3.47
14285	pekarski	ADJ	3205	3.47
14286	posten	ADJ	3205	3.47
14287	produbljivanje	NOUN	3205	3.47
14288	omalovažavati	VERB	3204	3.46
14289	stratište	NOUN	3204	3.46
14290	FI	X	3203	3.46
14291	kažnjiv	ADJ	3203	3.46
14292	negativnost	NOUN	3203	3.46
14293	zasaditi	ADJ	3203	3.46
14294	neizbrisiv	ADJ	3202	3.46
14295	pljunuti	VERB	3202	3.46
14296	mudo	NOUN	3201	3.46
14297	načelan	ADJ	3201	3.46
14298	afirmirati	VERB	3200	3.46
14299	laganje	NOUN	3200	3.46
14300	menta	NOUN	3200	3.46
14301	izbaviti	VERB	3199	3.46
14302	plovak	NOUN	3199	3.46
14303	slikovito	ADV	3199	3.46
14304	sređivanje	NOUN	3199	3.46
14305	nasilnički	ADJ	3198	3.46
14306	videći	VERB	3198	3.46
14307	vrtni	ADJ	3198	3.46
14308	nagovještavati	VERB	3197	3.46
14309	nasrtaj	NOUN	3197	3.46
14310	dizajnerica	NOUN	3196	3.46
14311	ginekološki	ADJ	3196	3.46
14312	neistomišljenik	NOUN	3196	3.46
14313	začetak	NOUN	3196	3.46
14314	dostatan	ADJ	3195	3.45
14315	guranje	NOUN	3195	3.45
14316	lirika	NOUN	3195	3.45
14317	obrtnički	ADJ	3195	3.45
14318	prebrojavanje	NOUN	3194	3.45
14319	tvo	NOUN	3194	3.45
14320	Kiri	NOUN	3193	3.45
14321	divljak	NOUN	3193	3.45
14322	zasebno	ADV	3192	3.45
14323	nejednak	ADJ	3191	3.45
14324	gvardijan	NOUN	3190	3.45
14325	originalnost	NOUN	3190	3.45
14326	poklonik	NOUN	3189	3.45
14327	trpiti	VERB	3187	3.45
14328	they	X	3186	3.44
14329	ujedinjivati	VERB	3186	3.44
14330	stimulans	NOUN	3185	3.44
14331	unajmiti	VERB	3185	3.44
14332	font	NOUN	3184	3.44
14333	ugovoriti	VERB	3184	3.44
14334	legislativa	NOUN	3183	3.44
14335	sazivanje	NOUN	3183	3.44
14336	tranzitni	ADJ	3183	3.44
14337	čovid	NOUN	3183	3.44
14338	magnezijum	NOUN	3182	3.44
14339	nelogičan	ADJ	3182	3.44
14340	podalje	ADV	3182	3.44
14341	puž	NOUN	3182	3.44
14342	turbo	NOUN	3182	3.44
14343	doprinositi	NOUN	3181	3.44
14344	jasmin	NOUN	3181	3.44
14345	knj	X	3181	3.44
14346	pomjeriti	ADJ	3181	3.44
14347	ženin	ADJ	3181	3.44
14348	aluminijumski	ADJ	3180	3.44
14349	konak	NOUN	3180	3.44
14350	konsultantski	ADJ	3179	3.44
14351	mg	X	3179	3.44
14352	petnaesti	ADJ	3179	3.44
14353	podnaslov	NOUN	3179	3.44
14354	posijati	VERB	3179	3.44
14355	povijesno	ADV	3179	3.44
14356	priključivati	VERB	3179	3.44
14357	unapređivanje	NOUN	3179	3.44
14358	islamist	NOUN	3178	3.44
14359	nemogati	VERB	3178	3.44
14360	uvezati	ADJ	3178	3.44
14361	bič	ADJ	3177	3.44
14362	jul	X	3177	3.44
14363	zavera	NOUN	3177	3.44
14364	članski	ADJ	3177	3.44
14365	dozvoljen	ADJ	3176	3.43
14366	osnutak	NOUN	3176	3.43
14367	polomiti	ADJ	3175	3.43
14368	haotičan	ADJ	3174	3.43
14369	karate	ADJ	3174	3.43
14370	negodovati	VERB	3174	3.43
14371	it's	X	3173	3.43
14372	telefonija	NOUN	3173	3.43
14373	estrada	NOUN	3172	3.43
14374	kamenit	ADJ	3172	3.43
14375	operisati	ADJ	3172	3.43
14376	pouzdanje	NOUN	3172	3.43
14377	shopping	NOUN	3172	3.43
14378	usloviti	VERB	3172	3.43
14379	work	X	3172	3.43
14380	začepiti	ADJ	3172	3.43
14381	anatomija	NOUN	3171	3.43
14382	izliječiti	ADJ	3171	3.43
14383	nominirati	ADJ	3171	3.43
14384	licencirati	ADJ	3170	3.43
14385	prostirka	NOUN	3170	3.43
14386	ukrašavanje	NOUN	3170	3.43
14387	zakrivljen	ADJ	3170	3.43
14388	komotno	ADV	3168	3.43
14389	pasus	NOUN	3168	3.43
14390	udaljavanje	NOUN	3168	3.43
14391	borbenost	NOUN	3167	3.42
14392	predvorje	NOUN	3167	3.42
14393	zaroniti	VERB	3167	3.42
14394	elektroprivreda	NOUN	3166	3.42
14395	nesumnjiv	ADJ	3166	3.42
14396	primitak	NOUN	3166	3.42
14397	uteg	NOUN	3166	3.42
14398	šank	NOUN	3166	3.42
14399	ekspertiza	NOUN	3165	3.42
14400	prebrzo	ADV	3165	3.42
14401	emancipacija	NOUN	3164	3.42
14402	ophođenje	NOUN	3164	3.42
14403	pritoka	NOUN	3164	3.42
14404	slijevati	VERB	3164	3.42
14405	back	X	3163	3.42
14406	detektovati	VERB	3163	3.42
14407	glavnina	NOUN	3162	3.42
14408	lediti	VERB	3162	3.42
14409	uskraćivanje	NOUN	3162	3.42
14410	fazni	ADJ	3161	3.42
14411	statistički	ADV	3161	3.42
14412	antropološki	ADJ	3160	3.42
14413	istinito	ADV	3160	3.42
14414	junakinja	NOUN	3160	3.42
14415	srediti	ADJ	3160	3.42
14416	Googleov	ADJ	3159	3.42
14417	gladovati	VERB	3159	3.42
14418	obračunski	ADJ	3159	3.42
14419	zapaljenje	NOUN	3159	3.42
14420	rukovoditelj	NOUN	3158	3.41
14421	iskorijeniti	VERB	3157	3.41
14422	izmeniti	VERB	3155	3.41
14423	di	X	3154	3.41
14424	jediti	VERB	3154	3.41
14425	saglasiti	VERB	3154	3.41
14426	tezin	NOUN	3154	3.41
14427	izostaviti	ADJ	3153	3.41
14428	prestol	NOUN	3153	3.41
14429	ritualan	ADJ	3153	3.41
14430	farmerka	NOUN	3152	3.41
14431	naslikati	VERB	3152	3.41
14432	ugriz	NOUN	3152	3.41
14433	začepiti	VERB	3152	3.41
14434	dospeti	VERB	3151	3.41
14435	reguliranje	NOUN	3151	3.41
14436	ubačaj	NOUN	3151	3.41
14437	invalidan	ADJ	3150	3.41
14438	kmet	NOUN	3150	3.41
14439	milosrdan	ADJ	3149	3.40
14440	vršioc	NOUN	3149	3.40
14441	krunisati	VERB	3148	3.40
14442	preobraziti	VERB	3147	3.40
14443	propitivati	VERB	3147	3.40
14444	pšenični	ADJ	3146	3.40
14445	sagnuti	VERB	3146	3.40
14446	slide	X	3146	3.40
14447	terati	VERB	3146	3.40
14448	anksiozan	ADJ	3145	3.40
14449	nemilost	NOUN	3145	3.40
14450	djeliti	VERB	3144	3.40
14451	bušotina	NOUN	3143	3.40
14452	velikaš	NOUN	3143	3.40
14453	frontalan	ADJ	3141	3.40
14454	kronika	NOUN	3141	3.40
14455	naizmjenično	ADV	3141	3.40
14456	vodootporan	ADJ	3141	3.40
14457	vukovarski	ADJ	3141	3.40
14458	pozan	ADJ	3140	3.40
14459	proisteći	VERB	3140	3.40
14460	uzastopno	ADV	3140	3.40
14461	ćošk	NOUN	3140	3.40
14462	finansirati	ADJ	3139	3.39
14463	plemenitost	NOUN	3139	3.39
14464	posjećenost	NOUN	3139	3.39
14465	primaoč	NOUN	3139	3.39
14466	zboriti	VERB	3138	3.39
14467	afektivan	ADJ	3137	3.39
14468	novoformiran	ADJ	3137	3.39
14469	novčano	ADV	3137	3.39
14470	opremljenost	NOUN	3137	3.39
14471	intenziviranje	NOUN	3136	3.39
14472	mizeran	ADJ	3136	3.39
14473	obvezati	VERB	3136	3.39
14474	urod	NOUN	3136	3.39
14475	bitcoin	NOUN	3135	3.39
14476	delikt	NOUN	3135	3.39
14477	nepristojan	ADJ	3135	3.39
14478	videonadzor	NOUN	3134	3.39
14479	LGBT	NOUN	3132	3.39
14480	dirigent	NOUN	3132	3.39
14481	savjetovalište	NOUN	3132	3.39
14482	apstrakcija	NOUN	3131	3.39
14483	okrutnost	NOUN	3131	3.39
14484	zamenik	NOUN	3131	3.39
14485	neometan	ADJ	3130	3.38
14486	ombudsman	NOUN	3130	3.38
14487	ubojit	ADJ	3130	3.38
14488	bogaćenje	NOUN	3129	3.38
14489	rasuđivanje	NOUN	3129	3.38
14490	krpelj	NOUN	3128	3.38
14491	mesar	NOUN	3128	3.38
14492	savijati	VERB	3127	3.38
14493	Appleov	ADJ	3126	3.38
14494	osiromašiti	ADJ	3126	3.38
14495	rek	NOUN	3126	3.38
14496	vezivni	ADJ	3126	3.38
14497	bezbolan	ADJ	3125	3.38
14498	izviđački	ADJ	3125	3.38
14499	čini	NOUN	3125	3.38
14500	nadutost	NOUN	3124	3.38
14501	pedijatrijski	ADJ	3124	3.38
14502	prevladavanje	NOUN	3124	3.38
14503	kondom	NOUN	3123	3.38
14504	nasred	ADP	3123	3.38
14505	polis	NOUN	3123	3.38
14506	temeljenje	NOUN	3123	3.38
14507	Verna	ADJ	3122	3.38
14508	kolonizacija	NOUN	3122	3.38
14509	neporažen	ADJ	3122	3.38
14510	radikalizacija	NOUN	3122	3.38
14511	kadetkinja	NOUN	3121	3.37
14512	optimizirati	VERB	3121	3.37
14513	profesionalizam	NOUN	3121	3.37
14514	sticaj	NOUN	3121	3.37
14515	debitantski	ADJ	3120	3.37
14516	osuđivati	ADJ	3120	3.37
14517	sandžački	ADJ	3120	3.37
14518	četrdeseti	ADJ	3120	3.37
14519	razumno	ADV	3119	3.37
14520	resiti	VERB	3119	3.37
14521	sunarodnik	NOUN	3119	3.37
14522	štimati	VERB	3119	3.37
14523	anonimnost	NOUN	3118	3.37
14524	doznaka	NOUN	3117	3.37
14525	nejasnoća	NOUN	3117	3.37
14526	obustavljati	VERB	3117	3.37
14527	marljivo	ADV	3116	3.37
14528	participirati	VERB	3116	3.37
14529	proširivanje	NOUN	3116	3.37
14530	sušan	ADJ	3116	3.37
14531	zaklon	NOUN	3116	3.37
14532	čupati	VERB	3115	3.37
14533	nepoznavanje	NOUN	3114	3.37
14534	popularizacija	NOUN	3114	3.37
14535	karneval	NOUN	3113	3.37
14536	sprovod	NOUN	3113	3.37
14537	farmacija	NOUN	3112	3.36
14538	izglasati	ADJ	3112	3.36
14539	oslanjati	ADV	3112	3.36
14540	potrebit	ADJ	3112	3.36
14541	pčelinjak	NOUN	3112	3.36
14542	smestiti	VERB	3112	3.36
14543	supervizor	NOUN	3111	3.36
14544	požuda	NOUN	3110	3.36
14545	prelep	ADJ	3110	3.36
14546	C	NOUN	3109	3.36
14547	pdf	X	3109	3.36
14548	odjenuti	VERB	3107	3.36
14549	samoproglašen	ADJ	3107	3.36
14550	using	X	3107	3.36
14551	visokoobrazovan	ADJ	3107	3.36
14552	kockar	NOUN	3106	3.36
14553	podni	ADJ	3106	3.36
14554	printer	NOUN	3106	3.36
14555	konektor	NOUN	3105	3.36
14556	utihnuti	VERB	3105	3.36
14557	bliskoistočni	ADJ	3104	3.36
14558	milioner	NOUN	3104	3.36
14559	stihija	NOUN	3104	3.36
14560	salama	NOUN	3103	3.36
14561	vedrina	NOUN	3103	3.36
14562	jedinstvenost	NOUN	3102	3.35
14563	krokodil	NOUN	3102	3.35
14564	renovirati	VERB	3102	3.35
14565	Beg	NOUN	3101	3.35
14566	CT	NOUN	3101	3.35
14567	čitač	NOUN	3101	3.35
14568	fauna	NOUN	3100	3.35
14569	moliti	ADV	3100	3.35
14570	pjesnikinja	NOUN	3100	3.35
14571	polozaj	NOUN	3100	3.35
14572	zasjati	VERB	3100	3.35
14573	boračko-invalidski	ADJ	3099	3.35
14574	gajenje	NOUN	3099	3.35
14575	godišnjak	NOUN	3099	3.35
14576	rastopiti	VERB	3099	3.35
14577	dati	X	3098	3.35
14578	promil	NOUN	3098	3.35
14579	testosteron	NOUN	3098	3.35
14580	trenerica	NOUN	3098	3.35
14581	zakupac	NOUN	3098	3.35
14582	objediniti	ADJ	3097	3.35
14583	bacač	NOUN	3095	3.35
14584	pljesak	NOUN	3095	3.35
14585	presvući	VERB	3095	3.35
14586	vika	NOUN	3095	3.35
14587	š	NOUN	3095	3.35
14588	dunjaluk	NOUN	3094	3.35
14589	energijski	ADJ	3094	3.35
14590	otključati	VERB	3094	3.35
14591	pločnik	NOUN	3094	3.35
14592	up	NOUN	3094	3.35
14593	proistekao	ADJ	3093	3.34
14594	striktan	ADJ	3092	3.34
14595	telegram	NOUN	3092	3.34
14596	zamenjivati	VERB	3092	3.34
14597	OP	NOUN	3091	3.34
14598	burno	ADV	3091	3.34
14599	jenjavati	VERB	3090	3.34
14600	ingerencija	NOUN	3089	3.34
14601	nadovezivati	VERB	3089	3.34
14602	osmehnuti	VERB	3089	3.34
14603	uzajamno	ADV	3089	3.34
14604	Šerpa	NOUN	3089	3.34
14605	krvnik	NOUN	3088	3.34
14606	svitanje	NOUN	3088	3.34
14607	dušik	NOUN	3087	3.34
14608	luđak	NOUN	3087	3.34
14609	uračunati	ADJ	3087	3.34
14610	show	X	3086	3.34
14611	bagra	NOUN	3085	3.34
14612	kopiranje	NOUN	3085	3.34
14613	odrezati	VERB	3085	3.34
14614	plasiranje	NOUN	3085	3.34
14615	pravomoćan	ADJ	3085	3.34
14616	alergičan	ADJ	3084	3.33
14617	birokratija	NOUN	3084	3.33
14618	invazivan	ADJ	3083	3.33
14619	komičar	NOUN	3082	3.33
14620	op.	ADJ	3082	3.33
14621	preobražaj	NOUN	3081	3.33
14622	shodno	ADJ	3081	3.33
14623	suspendovati	ADJ	3081	3.33
14624	beretka	NOUN	3079	3.33
14625	ekspresno	ADV	3079	3.33
14626	historiografija	NOUN	3079	3.33
14627	koncentrat	NOUN	3079	3.33
14628	kontra	ADP	3079	3.33
14629	nadzornik	NOUN	3079	3.33
14630	nafaka	NOUN	3079	3.33
14631	pohraniti	VERB	3079	3.33
14632	najezda	NOUN	3078	3.33
14633	sramiti	VERB	3078	3.33
14634	izmak	NOUN	3077	3.33
14635	kralježnica	NOUN	3077	3.33
14636	nepovratno	ADV	3077	3.33
14637	kor	NOUN	3076	3.33
14638	osteoporoza	NOUN	3076	3.33
14639	zagrijati	ADJ	3076	3.33
14640	bezobziran	ADJ	3075	3.32
14641	nadanje	NOUN	3075	3.32
14642	eter	NOUN	3074	3.32
14643	stajling	NOUN	3074	3.32
14644	mitološki	ADJ	3072	3.32
14645	prenoćiti	VERB	3072	3.32
14646	urušavati	VERB	3072	3.32
14647	buknuti	VERB	3071	3.32
14648	lot	X	3071	3.32
14649	naracija	NOUN	3071	3.32
14650	posjetiti	ADJ	3071	3.32
14651	štitni	ADJ	3071	3.32
14652	djevojački	ADJ	3070	3.32
14653	naslediti	VERB	3069	3.32
14654	pragmatičan	ADJ	3069	3.32
14655	umiješanost	NOUN	3068	3.32
14656	dan-danas	ADV	3067	3.32
14657	očajnički	ADJ	3067	3.32
14658	miješati	ADJ	3064	3.31
14659	osuđujući	ADJ	3064	3.31
14660	praviti	ADV	3064	3.31
14661	tapeta	NOUN	3064	3.31
14662	raz	NOUN	3063	3.31
14663	džungla	NOUN	3062	3.31
14664	košara	NOUN	3062	3.31
14665	manjkati	VERB	3062	3.31
14666	budnost	NOUN	3061	3.31
14667	dijagnosticirati	VERB	3061	3.31
14668	neprecizan	ADJ	3061	3.31
14669	petarda	NOUN	3059	3.31
14670	svršetak	NOUN	3059	3.31
14671	trenerka	NOUN	3059	3.31
14672	False	X	3058	3.31
14673	mehaničar	NOUN	3058	3.31
14674	privržen	ADJ	3058	3.31
14675	radikalizam	NOUN	3058	3.31
14676	skenirati	VERB	3058	3.31
14677	intrigantan	ADJ	3057	3.31
14678	uletjeti	VERB	3057	3.31
14679	koncesionar	NOUN	3056	3.30
14680	mnjenje	NOUN	3056	3.30
14681	graf	NOUN	3055	3.30
14682	prerađivački	ADJ	3055	3.30
14683	ataše	NOUN	3054	3.30
14684	karlovački	ADJ	3054	3.30
14685	pretežan	ADJ	3054	3.30
14686	ae	INTJ	3052	3.30
14687	guru	NOUN	3052	3.30
14688	kov	NOUN	3052	3.30
14689	nerado	ADV	3052	3.30
14690	simetričan	ADJ	3052	3.30
14691	market	X	3051	3.30
14692	neupućen	ADJ	3051	3.30
14693	latinica	NOUN	3050	3.30
14694	minhenski	ADJ	3050	3.30
14695	podsjetiti	ADV	3050	3.30
14696	pozliti	VERB	3050	3.30
14697	predložak	NOUN	3050	3.30
14698	filharmonija	NOUN	3049	3.30
14699	krivotvoriti	ADJ	3049	3.30
14700	panj	NOUN	3049	3.30
14701	bistro	NOUN	3048	3.30
14702	garantan	ADJ	3048	3.30
14703	gej	ADJ	3048	3.30
14704	zadužbina	NOUN	3048	3.30
14705	zavariti	ADJ	3048	3.30
14706	BH	ADJ	3047	3.29
14707	ispružiti	ADJ	3047	3.29
14708	tenisica	NOUN	3047	3.29
14709	avanturistički	ADJ	3046	3.29
14710	banovina	NOUN	3046	3.29
14711	moralnost	NOUN	3046	3.29
14712	ekonomičnost	NOUN	3045	3.29
14713	nagovještaj	NOUN	3045	3.29
14714	novo	ADV	3045	3.29
14715	ve	INTJ	3045	3.29
14716	ispitivati	ADJ	3044	3.29
14717	nezreo	ADJ	3044	3.29
14718	vulkanski	ADJ	3044	3.29
14719	neravnoteža	NOUN	3043	3.29
14720	varka	NOUN	3043	3.29
14721	diferencijacija	NOUN	3042	3.29
14722	divljanje	NOUN	3042	3.29
14723	perfektan	ADJ	3042	3.29
14724	strelac	NOUN	3042	3.29
14725	onkološki	ADJ	3041	3.29
14726	pogača	NOUN	3041	3.29
14727	banner	NOUN	3040	3.29
14728	otajstvo	NOUN	3040	3.29
14729	proliti	VERB	3040	3.29
14730	neverbalan	ADJ	3039	3.29
14731	principijelan	ADJ	3039	3.29
14732	nagrađivanje	NOUN	3038	3.28
14733	prenesen	ADJ	3038	3.28
14734	skriviti	VERB	3038	3.28
14735	paragraf	NOUN	3037	3.28
14736	postmoderan	ADJ	3037	3.28
14737	razotkrivati	VERB	3037	3.28
14738	urednički	ADJ	3037	3.28
14739	vodica	NOUN	3037	3.28
14740	stoti	ADJ	3036	3.28
14741	otada	ADV	3035	3.28
14742	učvršćivati	VERB	3035	3.28
14743	banjski	ADJ	3034	3.28
14744	kiosk	NOUN	3034	3.28
14745	kolja	VERB	3034	3.28
14746	pustolovina	NOUN	3034	3.28
14747	lizati	VERB	3033	3.28
14748	pekar	NOUN	3033	3.28
14749	traumatičan	ADJ	3033	3.28
14750	hir	NOUN	3032	3.28
14751	razvući	VERB	3032	3.28
14752	srez	NOUN	3032	3.28
14753	ubirati	VERB	3032	3.28
14754	admin	NOUN	3031	3.28
14755	biografski	ADJ	3031	3.28
14756	kopča	NOUN	3031	3.28
14757	Smart	X	3030	3.28
14758	čistač	NOUN	3030	3.28
14759	boriti	ADV	3029	3.28
14760	slep	ADJ	3029	3.28
14761	ukucati	VERB	3029	3.28
14762	poredati	ADJ	3028	3.27
14763	slobodarski	ADJ	3028	3.27
14764	smjesta	ADV	3027	3.27
14765	zbogom	NOUN	3027	3.27
14766	pogrdan	ADJ	3026	3.27
14767	refren	NOUN	3026	3.27
14768	aludirati	ADV	3025	3.27
14769	inhibirati	VERB	3024	3.27
14770	popravni	ADJ	3024	3.27
14771	pozdravni	ADJ	3024	3.27
14772	prikloniti	VERB	3024	3.27
14773	cionistički	ADJ	3023	3.27
14774	galamiti	VERB	3023	3.27
14775	kapitalist	NOUN	3022	3.27
14776	branioc	NOUN	3021	3.27
14777	knj	NOUN	3021	3.27
14778	slastica	NOUN	3021	3.27
14779	delfin	NOUN	3020	3.27
14780	rekreativac	NOUN	3020	3.27
14781	gledaoac	NOUN	3019	3.26
14782	au	X	3018	3.26
14783	iliti	CCONJ	3018	3.26
14784	istresti	VERB	3018	3.26
14785	krijumčar	NOUN	3018	3.26
14786	tinktura	NOUN	3018	3.26
14787	izumiranje	NOUN	3017	3.26
14788	prestiž	NOUN	3017	3.26
14789	zodijak	NOUN	3017	3.26
14790	account	NOUN	3016	3.26
14791	dvoumiti	VERB	3016	3.26
14792	nežan	ADJ	3016	3.26
14793	opkoliti	VERB	3016	3.26
14794	barut	NOUN	3015	3.26
14795	iscjedak	NOUN	3015	3.26
14796	trans	ADJ	3015	3.26
14797	tromjesečan	ADJ	3015	3.26
14798	diman	ADJ	3014	3.26
14799	odiseja	NOUN	3014	3.26
14800	olupina	NOUN	3014	3.26
14801	simbolizivati	VERB	3014	3.26
14802	transparentno	ADV	3014	3.26
14803	nemilosrdno	ADV	3013	3.26
14804	saviti	ADJ	3013	3.26
14805	Andrićev	ADJ	3012	3.26
14806	skelet	NOUN	3012	3.26
14807	zasijati	VERB	3012	3.26
14808	grabiti	VERB	3011	3.26
14809	istrošiti	ADJ	3011	3.26
14810	optuživati	ADV	3011	3.26
14811	što	NOUN	3010	3.25
14812	ogorčenje	NOUN	3009	3.25
14813	paradoksalno	ADV	3009	3.25
14814	stvoren	ADJ	3009	3.25
14815	posteljica	NOUN	3008	3.25
14816	primitivizam	NOUN	3008	3.25
14817	rasprodati	ADJ	3008	3.25
14818	starter	NOUN	3008	3.25
14819	zavući	VERB	3008	3.25
14820	komet	NOUN	3007	3.25
14821	haaški	ADJ	3006	3.25
14822	kvaka	NOUN	3006	3.25
14823	otrovati	VERB	3006	3.25
14824	sic	NOUN	3005	3.25
14825	tjeme	NOUN	3005	3.25
14826	gumb	NOUN	3004	3.25
14827	folni	ADJ	3003	3.25
14828	izbjegao	ADJ	3003	3.25
14829	praktičnost	NOUN	3003	3.25
14830	višnja	NOUN	3003	3.25
14831	bokserski	ADJ	3001	3.24
14832	mason	NOUN	3001	3.24
14833	uzdignuti	VERB	3001	3.24
14834	neuk	ADJ	3000	3.24
14835	stručnjakinja	NOUN	3000	3.24
14836	blagost	NOUN	2998	3.24
14837	pričvrstiti	ADJ	2998	3.24
14838	zaglaviti	ADJ	2998	3.24
14839	blender	NOUN	2997	3.24
14840	penzionisan	ADJ	2997	3.24
14841	poseta	NOUN	2997	3.24
14842	papuča	NOUN	2996	3.24
14843	pozadinski	ADJ	2996	3.24
14844	konstitucija	NOUN	2995	3.24
14845	podešavati	VERB	2995	3.24
14846	poigravati	VERB	2995	3.24
